ID,Sample,negativity,neutrality,positivity,compound,polarity,subjectivity,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Verdadero,Misinformation,Desinformación,ProGob,ContraGob,NoVerificable,MisDisInformation,Propaganda
402,A,0.229,0.771,0,-0.8583,0.5,0.5,0.066666667,0,0,0.2,0,0.066666667,0.133333333,0.066666667,0,0.066666667,1,0,0,0,0,0,0,0
403,A,0,0.659,0.341,0.6901,0.55,0.65,0,0,0,0,0,0.125,0.25,0,0,0.125,1,0,0,0,0,0,0,0
404,A,0.067,0.933,0,-0.128,0.133333333,0.4,0.083333333,0,0,0,0,0.083333333,0.083333333,0,0,0.083333333,1,0,0,0,0,0,0,0
405,A,0.081,0.843,0.077,-0.0276,0.225,0.375,0,0,0,0.1,0,0.1,0.2,0,0,0.2,0,0,0,0,0,1,0,0
406,A,0,0.774,0.226,0.4215,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,1,0,0
407,A,0.274,0.726,0,-0.8271,0,0,0.111111111,0,0.222222222,0.222222222,0,0.222222222,0.111111111,0.222222222,0,0.111111111,0,0,0,0,0,1,0,0
408,A,0.163,0.793,0.044,-0.7506,-0.857142857,0.928571429,0,0,0.052631579,0,0,0.052631579,0,0.052631579,0.052631579,0,0,0,0,0,1,0,0,1
409,A,0,0.947,0.053,0.2023,0.166666667,0.666666667,0,0.105263158,0,0,0,0,0.157894737,0,0,0.052631579,1,0,0,0,0,0,0,0
410,A,0,0.881,0.119,0.4019,-0.045833333,0.220833333,0,0,0,0,0,0,0.090909091,0,0,0,1,0,0,0,0,0,0,0
411,A,0.09,0.802,0.108,0.1027,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,1,0,0,0,0,0,0,0
412,A,0,0.957,0.043,0.0772,-0.05,0.4,0,0.083333333,0,0,0,0,0.083333333,0,0,0,1,0,0,0,0,0,0,0
413,A,0.196,0.721,0.083,-0.6124,-0.404761905,0.685714286,0.0625,0.0625,0.0625,0.0625,0,0.25,0,0.125,0,0,0,0,0,0,0,1,0,0
414,A,0,0.825,0.175,0.5574,0.030909091,0.535,0,0,0,0,0,0,0.090909091,0,0,0.090909091,0,1,0,0,0,0,1,0
415,A,0.219,0.647,0.134,-0.2421,0.6,0.8,0,0,0,0,0,0.111111111,0.222222222,0,0,0.111111111,1,0,0,0,0,0,0,0
416,A,0.348,0.539,0.113,-0.7003,-0.0625,0.1875,0,0.111111111,0,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0,0.111111111,1,0,0,0,0,0,0,0
417,A,0,1,0,0,0.05,0.183333333,0,0.076923077,0,0,0,0,0.153846154,0,0,0.153846154,0,0,0,0,0,1,0,0
419,A,0,0.859,0.141,0.4215,-0.15,0.7,0,0,0,0,0,0,0.111111111,0,0,0.111111111,0,0,0,0,0,1,0,0
420,A,0,0.887,0.113,0.6249,0,0.5,0,0.043478261,0,0,0,0,0.130434783,0,0,0.043478261,1,0,0,0,0,0,0,0
422,A,0.085,0.851,0.064,-0.2263,-0.15,0.2,0.037037037,0.037037037,0,0.037037037,0,0.074074074,0,0.037037037,0.037037037,0.037037037,1,0,0,0,0,0,0,0
423,A,0,0.825,0.175,0.5574,0.1875,0.75,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,1,0,0
424,A,0.109,0.891,0,-0.5994,0.3,0.5,0.052631579,0.052631579,0.052631579,0.052631579,0,0.052631579,0.052631579,0.052631579,0.052631579,0.105263158,1,0,0,0,0,0,0,0
425,A,0.149,0.851,0,-0.7003,-0.015,0.281666667,0.105263158,0.052631579,0,0.052631579,0,0.105263158,0.052631579,0.052631579,0,0.052631579,0,0,0,0,1,0,0,1
426,A,0,0.95,0.05,0.0516,0,0,0,0,0,0,0,0.090909091,0.090909091,0.090909091,0,0.090909091,1,0,0,0,0,0,0,0
427,A,0.12,0.74,0.14,-0.1263,0.4,0.466666667,0.090909091,0,0.090909091,0.090909091,0,0.090909091,0.181818182,0,0,0,0,0,0,0,0,1,0,0
428,A,0.071,0.87,0.06,-0.1027,-0.145833333,0.220833333,0,0,0,0,0,0.0625,0,0,0,0,1,0,0,0,0,0,0,0
429,A,0.045,0.835,0.12,0.5706,-0.0375,0.225,0,0,0.055555556,0,0,0,0.166666667,0.055555556,0,0,0,0,0,0,1,0,0,1
430,A,0.126,0.704,0.171,0.2263,0.075757576,0.715151515,0.066666667,0.133333333,0,0,0,0.066666667,0.066666667,0,0,0.066666667,1,0,0,0,0,0,0,0
431,A,0,1,0,0,0,0.066666667,0,0.071428571,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,1,0,0
432,A,0,0.88,0.12,0.3818,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,1,0,0
433,A,0.158,0.842,0,-0.7184,0.05,0.15,0,0.041666667,0,0.083333333,0,0.041666667,0.125,0,0,0.041666667,1,0,0,0,0,0,0,0
434,A,0.089,0.782,0.128,0.0997,0.333333333,0.533333333,0,0,0,0,0.0625,0,0.0625,0,0,0.0625,1,0,0,0,0,0,0,0
435,A,0.093,0.907,0,-0.5106,0.068181818,0.277272727,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0,0,1,0,0
436,A,0.101,0.766,0.133,0.128,0.357142857,0.464285714,0,0,0,0.086956522,0,0.086956522,0,0.043478261,0,0.086956522,0,0,0,0,0,1,0,0
437,A,0.324,0.676,0,-0.8622,-0.444444444,0.833333333,0.1,0,0.3,0.2,0,0.4,0.4,0,0,0.1,0,0,0,1,0,0,0,1
439,A,0,0.833,0.167,0.5574,0.227272727,0.545454545,0,0,0,0.090909091,0,0,0,0,0,0,1,0,0,0,0,0,0,0
440,A,0,0.891,0.109,0.6808,0.162121212,0.716666667,0,0.041666667,0,0,0.041666667,0,0.083333333,0,0.041666667,0.041666667,0,0,1,0,1,0,1,1
441,A,0.168,0.741,0.091,-0.4019,-0.05,0.5,0,0,0.066666667,0.066666667,0.066666667,0.133333333,0.2,0.066666667,0,0.066666667,0,0,0,1,0,0,0,1
442,A,0.084,0.916,0,-0.6249,0.25,0.85,0.071428571,0,0,0.071428571,0,0.071428571,0.035714286,0.035714286,0,0,0,0,0,0,1,0,0,1
443,A,0.511,0.489,0,-0.9779,-0.1625,0.195,0.08,0.04,0.04,0.08,0.04,0.2,0.04,0.12,0.04,0.04,0,0,0,0,0,1,0,0
444,A,0,1,0,0,0,0.75,0,0,0,0,0,0.0625,0,0.0625,0,0,1,0,0,0,0,0,0,0
445,A,0.103,0.805,0.092,-0.128,-0.6,1,0,0.052631579,0,0,0,0.105263158,0.210526316,0,0,0,0,0,0,0,0,1,0,0
446,A,0.762,0.238,0,-0.4939,-1,1,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,1,0,0
447,A,0.211,0.629,0.16,-0.2263,-0.3,0.4,0,0.125,0,0,0,0.125,0,0.125,0,0,1,0,0,0,0,0,0,0
448,A,0,0.881,0.119,0.4019,-0.016666667,0.45,0,0,0,0,0,0,0.166666667,0,0,0,1,0,0,0,0,0,0,0
449,A,0.231,0.769,0,-0.7351,0.028571429,0.320238095,0,0.217391304,0.043478261,0.130434783,0.043478261,0.086956522,0.130434783,0,0,0.086956522,0,0,0,0,0,1,0,0
450,A,0.075,0.851,0.074,-0.2621,0,0.45,0,0,0,0.047619048,0,0.047619048,0.19047619,0.095238095,0.047619048,0.047619048,0,0,0,0,0,1,0,0
452,A,0.173,0.72,0.107,-0.5423,-0.188888889,0.677777778,0.0625,0,0.0625,0.0625,0,0.0625,0.125,0.0625,0,0.0625,0,0,0,0,0,1,0,0
453,A,0.416,0.584,0,-0.6908,-0.166666667,0.066666667,0,0,0.142857143,0.142857143,0,0.142857143,0,0,0,0,0,0,0,0,0,1,0,0
454,A,0,0.61,0.39,0.7506,0.4,0.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
455,A,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0
456,A,0,1,0,0,0.25,0.5,0,0.045454545,0,0,0,0.045454545,0.181818182,0,0,0.045454545,0,0,0,0,0,1,0,0
457,A,0.04,0.96,0,-0.296,-0.2,0.3,0.037037037,0.037037037,0.037037037,0,0,0.074074074,0,0.037037037,0,0,0,0,0,0,1,0,0,1
458,A,0.11,0.709,0.181,0.5888,-0.066287879,0.381186869,0.045454545,0.136363636,0.045454545,0.090909091,0.045454545,0.090909091,0.090909091,0.045454545,0,0.045454545,0,0,0,0,0,1,0,0
459,A,0.167,0.833,0,-0.7506,0.059090909,0.463636364,0,0.047619048,0,0.142857143,0.047619048,0.047619048,0.19047619,0,0,0.095238095,1,0,0,0,0,0,0,0
460,A,0.2,0.5,0.3,0.5267,0.204848485,0.543636364,0,0.076923077,0,0,0.076923077,0.076923077,0.076923077,0.076923077,0,0.076923077,0,0,0,0,0,1,0,0
461,A,0,0.769,0.231,0.2732,0,0,0,0,0.166666667,0,0,0.166666667,0,0,0,0,1,0,0,0,0,0,0,0
462,A,0.236,0.764,0,-0.5719,-0.15,0.2,0,0,0,0,0,0.1,0,0.1,0,0,1,0,0,0,0,0,0,0
464,A,0,0.864,0.136,0.6705,0.269444444,0.413888889,0,0,0,0,0.05,0,0.2,0,0,0.1,0,0,0,0,0,1,0,0
465,A,0.2,0.5,0.3,0.5267,0.204848485,0.543636364,0,0.076923077,0,0,0.076923077,0.076923077,0.076923077,0.076923077,0,0.076923077,0,0,0,0,0,1,0,0
467,A,0.138,0.862,0,-0.5423,0.3,0.65,0,0.133333333,0,0.066666667,0.066666667,0,0.266666667,0,0.066666667,0.133333333,1,0,0,0,0,0,0,0
468,A,0.156,0.681,0.163,0.088,0.183333333,0.475,0,0,0.04,0.04,0,0.08,0.16,0.04,0,0.04,0,0,0,0,0,1,0,0
469,A,0.138,0.862,0,-0.5423,0.3,0.65,0,0.133333333,0,0.066666667,0.066666667,0,0.266666667,0,0.066666667,0.133333333,1,0,0,0,0,0,0,0
470,A,0,0.825,0.175,0.6249,0.4,0.6,0,0.071428571,0,0,0,0,0.214285714,0,0,0,1,0,0,0,0,0,0,0
471,A,0.138,0.862,0,-0.5423,0.3,0.65,0,0.133333333,0,0.066666667,0.066666667,0,0.266666667,0,0.066666667,0.133333333,1,0,0,0,0,0,0,0
472,A,0.2,0.5,0.3,0.5267,0.204848485,0.543636364,0,0.076923077,0,0,0.076923077,0.076923077,0.076923077,0.076923077,0,0.076923077,0,0,0,0,0,1,0,0
473,A,0.035,0.892,0.073,0.1567,0.266666667,0.708333333,0,0,0,0,0,0,0.071428571,0.035714286,0,0.035714286,0,0,0,0,0,1,0,0
474,A,0,0.851,0.149,0.4215,-0.125,0.125,0,0,0,0.076923077,0,0.076923077,0.153846154,0,0,0,0,0,0,0,0,1,0,0
475,A,0,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.0625,0.0625,0,0,0,1,0,0,0,1
476,A,0,0.946,0.054,0.3182,0.000892857,0.534821429,0,0,0.052631579,0,0,0.052631579,0.157894737,0,0,0.105263158,0,0,0,0,0,1,0,0
477,A,0,0.816,0.184,0.5574,0.375,0.75,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,1,0,0
478,A,0.34,0.66,0,-0.5574,0,0,0,0.166666667,0,0.166666667,0.166666667,0,0.333333333,0,0,0.166666667,1,0,0,0,0,0,0,0
479,A,0,1,0,0,0,0,0,0.25,0,0.25,0.25,0,0.5,0,0,0.25,1,0,0,0,0,0,0,0
480,A,0.053,0.873,0.074,0.0258,0.083333333,0.166666667,0,0.045454545,0,0.045454545,0,0.045454545,0.045454545,0,0,0,1,0,0,0,0,0,0,0
481,A,0,1,0,0,0.5,0.5,0,0.1,0,0,0,0,0.2,0,0,0.1,0,0,0,0,0,1,0,0
482,A,0,0.769,0.231,0.8402,0.55,0.6,0.05,0.1,0.05,0.05,0.2,0,0.3,0,0.05,0.1,0,0,1,1,0,0,1,1
483,A,0.053,0.908,0.04,-0.1366,0.35,0.55,0,0.0625,0,0,0.0625,0.0625,0.1875,0.0625,0,0.0625,1,0,0,0,0,0,0,0
484,A,0,1,0,0,0,0.75,0,0,0,0.066666667,0,0.066666667,0,0.133333333,0,0.066666667,1,0,0,0,0,0,0,0
485,A,0.113,0.726,0.161,0.1531,-0.071428571,0.214285714,0,0.142857143,0,0.142857143,0,0.142857143,0.142857143,0,0.142857143,0.142857143,0,0,0,0,0,1,0,0
486,A,0.147,0.814,0.039,-0.8023,0.125,0.3875,0.052631579,0.052631579,0.052631579,0.052631579,0,0.157894737,0,0.105263158,0.052631579,0,0,0,0,0,1,0,0,1
487,A,0,0.763,0.237,0.8126,0.444444444,0.711111111,0,0,0,0,0,0.095238095,0.047619048,0,0.047619048,0.047619048,1,0,0,0,0,0,0,0
489,A,0,0.717,0.283,0.8271,0.233333333,0.433333333,0,0.142857143,0,0,0.142857143,0.071428571,0.214285714,0,0.214285714,0.142857143,0,0,0,0,0,1,0,0
490,A,0.272,0.728,0,-0.8625,-0.108333333,0.147222222,0,0.0625,0,0,0.0625,0.0625,0.0625,0,0,0,1,0,0,0,0,0,0,0
492,A,0,0.805,0.195,0.4404,0.35,0.3,0,0.125,0,0,0.25,0,0.375,0,0.125,0.25,1,0,0,1,0,0,0,1
494,A,0,1,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0,0,1,0,0,0,0,0,0,0
495,A,0.23,0.681,0.089,-0.765,-0.083333333,0.519444444,0,0,0,0.058823529,0,0.058823529,0,0.058823529,0.058823529,0,1,0,0,0,0,0,0,0
496,A,0.247,0.753,0,-0.5574,0,0,0,0.142857143,0,0.142857143,0.142857143,0,0.285714286,0,0,0.142857143,1,0,0,0,0,0,0,0
497,A,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0
498,A,0.177,0.736,0.087,-0.3919,-0.357142857,0.928571429,0.117647059,0,0.058823529,0.058823529,0,0.176470588,0,0.117647059,0,0,0,0,0,0,0,1,0,0
499,A,0.132,0.868,0,-0.4404,0.285714286,0.535714286,0,0,0,0,0,0.090909091,0.272727273,0.090909091,0,0,0,0,0,0,1,0,0,1
500,A,0,0.706,0.294,0.6124,0,1,0,0,0,0,0,0,0.111111111,0,0,0,0,0,1,0,0,0,1,0
501,A,0,1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0
502,A,0,1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0
503,A,0.165,0.782,0.053,-0.5719,-0.0625,0.1875,0,0.142857143,0,0,0,0,0.071428571,0,0,0.071428571,1,0,0,0,0,0,0,0
504,A,0,0.822,0.178,0.6369,0.3,1,0.066666667,0.133333333,0.066666667,0.066666667,0.133333333,0,0.333333333,0,0,0.2,0,0,1,1,0,0,1,1
505,A,0,1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1,0,0,0,1
506,A,0,0.714,0.286,0.5574,0.113636364,0.272727273,0,0,0,0,0,0,0.2,0,0,0.2,1,0,0,0,0,0,0,0
507,A,0.131,0.714,0.154,0,0,0,0,0,0,0,0.055555556,0.111111111,0.111111111,0,0,0.222222222,0,0,1,1,0,0,1,1
508,A,0,0.836,0.164,0.6486,0.16,0.54,0,0,0,0,0,0,0.153846154,0,0,0.076923077,0,0,0,1,0,0,0,1
509,A,0,1,0,0,0.2,0.55,0,0.071428571,0,0.071428571,0,0.071428571,0.214285714,0,0,0,0,0,0,1,0,0,0,1
510,A,0.339,0.661,0,-0.7717,0.2,0.528571429,0,0.4,0.1,0.3,0.1,0.4,0.2,0.1,0.1,0,0,0,0,0,0,1,0,0
511,A,0.127,0.735,0.137,0.1027,0.266666667,0.666666667,0.08,0.08,0.04,0.12,0.08,0.08,0.12,0.04,0.04,0.08,0,0,1,1,0,0,1,1
512,A,0,0.815,0.185,0.765,0.55,0.6,0.052631579,0.105263158,0.052631579,0.052631579,0.210526316,0,0.315789474,0,0.052631579,0.105263158,0,0,1,1,0,0,1,1
513,A,0.339,0.661,0,-0.7717,0.2,0.528571429,0,0.4,0.1,0.3,0.1,0.4,0.2,0.1,0.1,0,0,0,0,0,0,1,0,0
514,A,0.339,0.661,0,-0.7717,0.2,0.528571429,0,0.4,0.1,0.3,0.1,0.4,0.2,0.1,0.1,0,0,0,0,0,0,1,0,0
515,A,0.37,0.63,0,-0.5719,0,0,0.166666667,0,0,0,0,0.333333333,0,0.166666667,0,0,1,0,0,0,0,0,0,0
516,A,0,1,0,0,0,0,0,0.125,0,0,0,0,0.25,0,0,0,0,0,1,1,0,0,1,1
517,A,0,0.755,0.245,0.4404,0.058333333,0.466666667,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0
518,A,0,0.658,0.342,0.3818,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,1,0,0
519,A,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0
520,A,0.38,0.62,0,-0.7742,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,1,0,0,1
521,B,0.095,0.905,0,-0.25,-0.6,1,0.090909091,0,0,0.090909091,0,0.181818182,0,0.090909091,0,0,0,0,0,0,0,0,0,0
522,B,0,0.909,0.091,0.4576,0.154166667,0.358333333,0,0,0,0,0,0,0.058823529,0,0,0,1,0,0,0,0,0,0,0
523,B,0.184,0.752,0.064,-0.5106,0.2,0.55,0,0.0625,0,0,0,0.0625,0.25,0.0625,0.0625,0.125,1,0,0,0,0,0,0,0
524,B,0,1,0,0,0.166666667,0.333333333,0,0,0,0,0,0,0,0.142857143,0,0,1,0,0,1,0,0,0,1
525,B,0,0.896,0.104,0.296,0,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0
527,B,0,0.909,0.091,0.3612,0.35,0.5,0,0.090909091,0,0,0,0,0.181818182,0,0,0.090909091,1,0,0,1,0,0,0,1
528,B,0,0.894,0.106,0.4939,0,0,0,0.076923077,0,0.076923077,0.076923077,0.076923077,0.230769231,0,0.076923077,0.153846154,1,0,0,0,0,0,0,0
529,B,0.149,0.704,0.148,-0.0119,-0.5,1,0.058823529,0,0.117647059,0.117647059,0,0.117647059,0.176470588,0.117647059,0,0.058823529,1,0,0,0,0,0,0,0
530,B,0.058,0.871,0.071,0.128,0,0.220833333,0.05,0.15,0.05,0.05,0.05,0.05,0.2,0.05,0.05,0.05,1,0,0,1,0,0,0,1
531,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0.142857143,0,0,0.142857143,1,0,0,0,0,0,0,0
533,B,0,1,0,0,0.05,0.1,0,0.2,0,0,0,0,0.4,0,0,0.2,1,0,0,0,0,0,0,0
534,B,0,0.929,0.071,0.1901,0.048611111,0.611111111,0,0,0,0,0,0.076923077,0.230769231,0,0,0.076923077,1,0,0,0,0,0,0,0
535,B,0,1,0,0,0.136363636,0.454545455,0,0,0,0.071428571,0,0,0.142857143,0,0,0.142857143,1,0,0,1,0,0,0,1
536,B,0.06,0.83,0.109,0.3182,0,0,0,0.083333333,0,0,0.083333333,0,0.083333333,0,0,0.083333333,1,0,0,0,0,0,0,0
537,B,0.136,0.864,0,-0.296,0,0,0,0.125,0,0,0,0.125,0,0.125,0.125,0,1,0,0,0,0,0,0,0
538,B,0,0.89,0.11,0.6486,0.175,0.5125,0,0,0.043478261,0,0.043478261,0.043478261,0.086956522,0,0,0.043478261,0,0,0,0,1,0,0,1
539,B,0,0.741,0.259,0.7717,0.166666667,0.333333333,0,0,0,0,0,0,0.066666667,0.066666667,0,0,1,0,0,0,0,0,0,0
540,B,0.05,0.892,0.057,0.0772,-0.15,0.6,0.047619048,0,0,0,0,0.047619048,0.142857143,0,0,0.142857143,1,0,0,0,0,0,0,0
541,B,0.123,0.877,0,-0.4215,0,0,0.133333333,0.066666667,0.066666667,0.2,0,0.2,0.066666667,0.133333333,0,0.066666667,0,0,0,1,0,0,0,1
542,B,0.116,0.8,0.084,-0.2493,-0.4,0.6,0,0,0,0,0,0,0.076923077,0,0,0.076923077,0,0,0,1,0,0,0,1
543,B,0.13,0.87,0,-0.765,-0.185034014,0.479931973,0.08,0,0.08,0.08,0,0.12,0.04,0.08,0,0.04,0,0,0,0,1,0,0,1
546,B,0.25,0.678,0.072,-0.7351,-0.3,0.366666667,0.05,0,0,0,0,0.1,0,0,0,0.05,0,0,0,0,1,0,0,1
548,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0.142857143,0,0,0.142857143,1,0,0,0,0,0,0,0
549,B,0.222,0.72,0.058,-0.8481,-0.145454545,0.535416667,0.08,0.04,0.08,0.08,0,0.08,0,0.08,0.04,0,0,0,1,0,1,0,1,1
551,B,0.416,0.527,0.057,-0.9517,-0.4,0.55,0.181818182,0,0.090909091,0.181818182,0,0.227272727,0,0.090909091,0,0.045454545,0,1,0,0,0,0,1,0
552,B,0.076,0.812,0.112,0.0767,0.433333333,0.733333333,0,0.052631579,0,0,0.052631579,0,0.157894737,0,0.052631579,0.105263158,0,0,0,1,0,0,0,1
553,B,0.156,0.844,0,-0.34,0.2,0.2,0.142857143,0,0,0,0,0.142857143,0,0.142857143,0,0,1,0,0,0,0,0,0,0
554,B,0.226,0.656,0.118,-0.7717,0,1,0.041666667,0.041666667,0.083333333,0.125,0,0.166666667,0,0.166666667,0.041666667,0,0,0,0,1,0,0,0,1
555,B,0.065,0.73,0.204,0.6705,0.25,0.333333333,0,0,0,0.055555556,0.055555556,0.055555556,0.222222222,0.055555556,0.055555556,0.166666667,1,0,0,0,0,0,0,0
556,B,0.044,0.842,0.114,0.5106,0.4,0.408333333,0,0.125,0,0.041666667,0.083333333,0.041666667,0.125,0,0.041666667,0.041666667,1,0,0,0,0,0,0,0
557,B,0,0.812,0.188,0.7497,0.1,0.525,0,0,0,0.047619048,0,0.047619048,0.047619048,0.095238095,0,0.095238095,0,0,1,1,0,0,1,1
559,B,0.073,0.782,0.146,0.4019,0,0.4,0.083333333,0,0.083333333,0,0.166666667,0.083333333,0.25,0,0,0.166666667,0,0,0,1,0,0,0,1
560,B,0.174,0.721,0.105,-0.5413,-0.444444444,0.555555556,0.2,0.066666667,0.133333333,0.2,0,0.266666667,0,0.2,0.066666667,0,1,0,0,0,0,0,0,0
561,B,0.065,0.935,0,-0.2732,-0.066666667,0.1,0,0.055555556,0,0.055555556,0.055555556,0.055555556,0.111111111,0,0,0.111111111,1,0,0,0,0,0,0,0
563,B,0,0.956,0.044,0.0258,0,0.55,0,0,0,0.066666667,0,0,0.133333333,0,0,0.066666667,1,0,0,0,0,0,0,0
564,B,0,1,0,0,0.25,0.333333333,0,0,0,0,0,0,0.05,0,0,0.05,1,0,0,0,0,0,0,0
566,B,0.134,0.866,0,-0.5423,-0.125,0.416666667,0.05,0,0,0.05,0,0.05,0,0.05,0,0.05,1,0,0,1,0,0,0,1
567,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0.142857143,0,0,0.142857143,1,0,0,0,0,0,0,0
568,B,0.176,0.758,0.067,-0.513,-0.277777778,0.144444444,0,0.066666667,0,0,0,0.066666667,0.066666667,0,0,0,1,0,0,0,1,0,0,1
569,B,0.188,0.766,0.046,-0.5719,-0.15,0.233333333,0.090909091,0.181818182,0,0,0,0.181818182,0.272727273,0.181818182,0.090909091,0.090909091,1,0,0,0,1,0,0,1
570,B,0,0.826,0.174,0.6369,0.25,0.525,0,0,0.111111111,0,0,0.222222222,0.222222222,0,0,0.111111111,1,0,0,0,0,0,0,0
571,B,0.131,0.766,0.102,-0.2023,0,0,0,0.058823529,0,0.058823529,0.117647059,0,0.176470588,0.058823529,0.058823529,0.117647059,1,0,0,0,0,0,0,0
572,B,0,0.714,0.286,0.5574,0.227272727,0.545454545,0,0,0,0,0,0,0.142857143,0,0,0,1,0,0,0,0,0,0,0
573,B,0.131,0.765,0.105,-0.0772,0.115,0.235,0,0.038461538,0,0,0,0.076923077,0.038461538,0.038461538,0,0,0,0,1,0,1,0,1,1
574,B,0,0.923,0.077,0.25,0.4,0.6,0,0.090909091,0,0,0.090909091,0,0.363636364,0,0,0.090909091,1,0,0,0,0,0,0,0
575,B,0.159,0.841,0,-0.5994,0.1,1,0.071428571,0.071428571,0,0.071428571,0.071428571,0.214285714,0.071428571,0.071428571,0.071428571,0,1,0,0,0,0,0,0,0
576,B,0,1,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
578,B,0,1,0,0,0,0,0,0.2,0,0.2,0,0,0.4,0,0,0.4,1,0,0,1,0,0,0,1
579,B,0,0.909,0.091,0.2023,0.4,1,0,0,0,0,0,0,0.181818182,0,0,0.090909091,1,0,0,0,0,0,0,0
580,B,0,0.755,0.245,0.9186,0.070909091,0.288181818,0,0.041666667,0,0.125,0.041666667,0.041666667,0.125,0.041666667,0,0.25,0,0,1,0,1,0,1,1
581,B,0,1,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.125,1,0,0,0,0,0,0,0
582,B,0.061,0.939,0,-0.0772,0.088888889,0.522222222,0,0.166666667,0,0,0.083333333,0,0.166666667,0,0.083333333,0.083333333,1,0,0,0,0,0,0,0
583,B,0,0.743,0.257,0.6369,0.136363636,0.454545455,0,0,0,0,0,0,0.076923077,0,0,0,1,0,0,1,0,0,0,1
584,B,0,0.868,0.132,0.4939,0,0,0,0.083333333,0,0,0,0,0.083333333,0,0,0.083333333,1,0,0,0,0,0,0,0
585,B,0.095,0.812,0.093,-0.0258,-0.3,0.2,0.055555556,0,0,0,0,0.055555556,0.055555556,0,0,0,1,0,0,0,0,0,0,0
586,B,0,0.862,0.138,0.4391,0.13,0.498333333,0.111111111,0,0,0.111111111,0,0.111111111,0,0,0,0,0,0,0,1,0,0,0,1
587,B,0.355,0.645,0,-0.765,-0.1625,0.3875,0,0,0,0,0,0.125,0,0,0,0,0,0,1,0,1,0,1,1
588,B,0.163,0.837,0,-0.7494,-0.05,0.383333333,0,0,0,0,0,0.1,0.1,0,0,0,1,0,0,1,0,0,0,1
589,B,0.175,0.776,0.049,-0.7574,0.51,0.64,0,0.1,0,0.1,0.05,0.15,0.1,0,0.1,0.1,0,0,1,0,1,0,1,1
590,B,0.075,0.751,0.173,0.5267,0,0,0.166666667,0,0,0.083333333,0.083333333,0.166666667,0.166666667,0,0,0,1,0,0,1,0,0,0,1
591,B,0.159,0.802,0.039,-0.6757,-0.516666667,0.833333333,0.074074074,0.037037037,0.111111111,0.074074074,0,0.148148148,0,0.074074074,0,0,0,0,0,1,0,0,0,1
592,B,0,0.872,0.128,0.3291,0,0,0,0.111111111,0,0,0,0,0.111111111,0,0,0.111111111,1,0,0,0,0,0,0,0
593,B,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.666666667,1,0,0,0,0,0,0,0
594,B,0.058,0.898,0.044,-0.1531,0.4,1,0.045454545,0.045454545,0,0.090909091,0.045454545,0.090909091,0.227272727,0,0.045454545,0.181818182,1,0,0,0,0,0,0,0
595,B,0.16,0.779,0.061,-0.5414,0.290606061,0.530909091,0.1,0.05,0,0.05,0,0.15,0.1,0.05,0,0.1,0,0,0,0,0,1,0,0
596,B,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
597,B,0,1,0,0,0.045454545,0.184848485,0,0.142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
598,B,0.047,0.831,0.121,0.5106,0,0,0.043478261,0,0,0,0,0.043478261,0.086956522,0,0,0.043478261,0,0,1,0,0,0,1,0
